AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
2810,POLICE SERGEANT                    ,M,W ,OVER 60,60,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,30,722
2812,POLICE OFFICER                     ,M,W ,OVER 60,60,4TH DIVISION                                           ,1ST PLATOON                                            ,30,723
2813,POLICE LIEUTENANT                  ,M,W ,50 - 59,54,2ND DIVISION                                           ,STAFF                                                  ,30,724
2814,POLICE OFFICER                     ,M,B ,OVER 60,73,FORMER EMPLOYEE                                        ,,30,725
2815,POLICE OFFICER                     ,M,W ,50 - 59,52,8TH DIVISION                                           ,3RD PLATOON                                            ,30,726
2816,POLICE OFFICER                     ,M,W ,50 - 59,57,5TH DIVISION                                           ,2ND PLATOON                                            ,5,727
2817,POLICE OFFICER                     ,M,W ,50 - 59,53,3RD DIVISION                                           ,RESOURCE OFFICERS                                      ,21,728
2818,POLICE SERGEANT                    ,M,W ,50 - 59,59,2ND DIVISION                                           ,3RD PLATOON                                            ,30,729
2819,POLICE LIEUTENANT                  ,M,W ,50 - 59,56,FORMER EMPLOYEE                                        ,,30,730
2946,POLICE OFFICER                     ,M,W ,50 - 59,50,NARCOTICS                                              ,INTERDICTION SQUAD                                     ,27,731
2891,POLICE OFFICER                     ,F,B ,50 - 59,57,TRANSCRIBERS                                           ,INVESTIGATIVE SUPPORT                                  ,28,732
2947,POLICE OFFICER                     ,M,W ,50 - 59,59,FORMER EMPLOYEE                                        ,,27,733
2892,POLICE SERGEANT                    ,M,B ,50 - 59,52,8TH DIVISION                                           ,2ND PLATOON                                            ,28,734
2948,POLICE MAJOR                       ,M,W ,50 - 59,54,NARCOTICS                                              ,STAFF                                                  ,27,735
2893,POLICE OFFICER                     ,M,W ,50 - 59,51,4TH DIVISION                                           ,DETECTIVES 1                                           ,28,736
2950,POLICE OFFICER                     ,F,W ,50 - 59,52,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,27,737
2894,POLICE OFFICER                     ,M,W ,50 - 59,57,TRAINING                                               ,BASIC ACADEMY                                          ,28,738
2951,POLICE OFFICER                     ,F,W ,50 - 59,52,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,27,739
2895,POLICE OFFICER                     ,F,W ,50 - 59,51,5TH DIVISION                                           ,2ND PLATOON                                            ,27,740
2952,POLICE OFFICER                     ,M,W ,50 - 59,55,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,27,741
2896,POLICE OFFICER                     ,M,W ,50 - 59,51,7TH DIVISION                                           ,2ND PLATOON                                            ,28,742
2953,POLICE OFFICER                     ,M,W ,50 - 59,58,5TH DIVISION                                           ,2ND PLATOON                                            ,27,743
2897,POLICE OFFICER                     ,M,B ,50 - 59,57,2ND DIVISION                                           ,3RD PLATOON                                            ,28,744
2954,POLICE OFFICER                     ,M,W ,OVER 60,66,FORMER EMPLOYEE                                        ,,27,745
2898,POLICE OFFICER                     ,M,B ,OVER 60,60,2ND DIVISION                                           ,DETECTIVES                                             ,28,746
2955,POLICE OFFICER                     ,M,B ,OVER 60,63,8TH DIVISION                                           ,2ND PLATOON                                            ,27,747
2899,POLICE SERGEANT                    ,M,W ,50 - 59,56,FORMER EMPLOYEE                                        ,,28,748
2956,POLICE OFFICER                     ,M,W ,50 - 59,55,CIS FORENSIC INVESTIGATIONS                            ,POLYGRAPH SQUAD                                        ,27,749
2900,POLICE OFFICER                     ,M,W ,50 - 59,53,TRAINING                                               ,FIREARMS TRAINING UNIT                                 ,28,750
2957,POLICE OFFICER                     ,M,B ,50 - 59,53,2ND DIVISION                                           ,2ND PLATOON                                            ,27,751
2903,POLICE SERGEANT                    ,M,W ,OVER 60,67,1ST DIVISION                                           ,1ST PLATOON                                            ,28,752
2958,POLICE LIEUTENANT                  ,F,W ,50 - 59,59,3RD DIVISION                                           ,2ND PLATOON                                            ,27,753
2904,POLICE OFFICER                     ,M,W ,50 - 59,56,FORMER EMPLOYEE                                        ,,28,754
2959,POLICE OFFICER                     ,M,W ,40 - 49,42,7TH DIVISION                                           ,1ST PLATOON                                            ,19,755
2960,POLICE SERGEANT                    ,M,W ,40 - 49,47,TRAINING                                               ,SPECIAL PROJECTS UNIT                                  ,21,756
2961,POLICE OFFICER                     ,M,W ,50 - 59,50,5TH DIVISION                                           ,2ND PLATOON                                            ,27,757
2962,POLICE SERGEANT                    ,M,W ,50 - 59,51,4TH DIVISION                                           ,2ND PLATOON                                            ,27,758
2963,POLICE SERGEANT                    ,F,W ,50 - 59,58,3RD DIVISION                                           ,STAFF                                                  ,27,759
2965,POLICE SERGEANT                    ,M,W ,50 - 59,51,3RD DIVISION                                           ,2ND PLATOON                                            ,26,760
2966,POLICE SERGEANT                    ,F,W ,50 - 59,54,COMMUNITY POLICING UNIT                                ,STAFF                                                  ,26,761
2967,POLICE OFFICER                     ,F,W ,40 - 49,49,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,26,762
2968,POLICE LIEUTENANT                  ,F,W ,40 - 49,49,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,26,763
2969,POLICE OFFICER                     ,M,W ,50 - 59,51,8TH DIVISION                                           ,1ST PLATOON                                            ,26,764
2970,POLICE OFFICER                     ,F,B ,50 - 59,51,FORMER EMPLOYEE                                        ,,26,765
